Chamber_Temp_C,Moisture_Percent,Motor_Load_A,Target_Heater_PWM,Target_Fan_PWM
67.65,39.57,1.96,13.95,46.77
67.65,39.53,1.95,13.9,46.22
67.67,39.49,2.0,14.39,45.76
67.67,39.45,1.94,14.1,48.03
67.67,39.41,1.95,13.93,45.77
67.69,39.38,1.96,14.42,46.36
67.76,39.34,2.03,14.72,46.51
67.75,39.3,1.89,13.68,47.09
67.72,39.26,1.91,13.34,47.27
67.73,39.22,1.98,13.63,47.54
67.7,39.18,1.94,14.09,46.5
67.72,39.14,1.97,14.57,46.4
67.79,39.1,1.97,14.61,47.39
67.8,39.07,1.92,13.41,46.05
67.76,39.03,1.94,13.31,46.26
67.72,38.99,2.02,13.11,46.36
67.71,38.95,1.95,13.13,46.53
67.71,38.91,1.99,13.37,46.23
67.67,38.87,2.01,13.45,46.56
67.67,38.83,1.93,14.17,45.96
67.67,38.79,2.0,14.26,46.68
67.63,38.76,1.93,12.95,45.73
67.64,38.72,1.96,13.74,45.51
67.6,38.68,2.0,13.06,44.77
67.56,38.64,2.04,13.03,45.4
67.59,38.6,1.87,14.44,45.64
67.64,38.56,2.17,14.85,45.64
67.6,38.53,1.98,13.11,46.57
67.62,38.49,1.99,14.36,45.3
67.6,38.45,1.91,13.54,45.9
67.6,38.41,1.99,14.2,46.04
67.62,38.37,2.06,14.04,45.77
67.64,38.33,2.03,14.18,45.78
67.63,38.29,1.96,13.81,45.84
67.65,38.26,1.98,14.24,45.54
67.71,38.22,1.94,14.89,45.93
67.7,38.18,2.04,13.3,46.12
67.66,38.14,1.94,13.48,45.47
67.7,38.1,1.95,14.55,45.13
67.71,38.06,1.81,13.94,44.94
67.74,38.03,2.0,13.62,44.7
67.71,37.99,2.05,13.82,46.33
67.75,37.95,1.9,14.19,45.32
67.71,37.91,1.91,13.08,45.25
67.74,37.87,1.93,14.33,45.24
67.66,37.83,1.95,12.63,45.58
67.65,37.79,1.96,13.37,46.06
67.71,37.76,1.97,14.7,44.6
67.72,37.72,1.97,13.89,45.83
67.69,37.68,1.96,12.83,44.75
67.69,37.64,1.98,13.32,46.25
67.68,37.6,1.96,13.88,44.92
67.7,37.56,1.94,14.05,44.32
67.66,37.53,2.04,12.82,44.57
67.7,37.49,1.87,14.31,44.13
67.72,37.45,2.02,14.34,44.68
67.69,37.41,2.0,13.01,44.28
67.66,37.37,1.98,13.11,43.38
67.69,37.34,2.0,14.62,44.43
67.67,37.3,1.97,12.9,44.55
67.62,37.26,1.91,13.74,44.62
67.66,37.22,1.97,14.51,43.89
67.65,37.18,1.93,13.87,44.58
67.67,37.15,1.95,14.42,44.5
67.72,37.11,1.93,14.36,43.43
67.7,37.07,1.91,13.87,45.25
67.74,37.03,1.9,13.65,44.12
67.7,36.99,1.92,13.3,44.73
67.71,36.95,1.91,13.98,44.26
67.72,36.92,1.94,12.99,44.6
67.69,36.88,2.02,13.82,44.78
67.69,36.84,2.03,13.94,45.13
67.71,36.8,1.92,14.27,44.52
67.7,36.76,1.88,14.31,44.39
67.7,36.72,2.0,13.7,44.39
67.63,36.69,1.97,12.81,44.27
67.64,36.65,2.0,14.16,44.09
67.68,36.61,1.96,14.7,44.16
67.71,36.57,1.98,13.58,44.42
67.67,36.53,1.96,13.39,44.26
67.68,36.5,1.92,14.2,42.96
67.7,36.46,1.94,13.78,43.28
67.73,36.42,2.01,13.72,43.55
67.73,36.38,1.91,13.4,43.7
67.69,36.34,1.99,13.56,44.35
67.7,36.31,1.92,13.92,43.57
67.67,36.27,1.95,12.94,44.54
67.72,36.23,1.91,14.45,43.13
67.74,36.19,1.89,14.11,42.73
67.73,36.15,1.89,13.75,44.09
67.75,36.12,1.9,13.54,43.34
67.67,36.08,1.84,12.03,43.63
67.69,36.04,1.94,13.36,43.51
67.68,36.0,1.89,13.56,43.72
67.67,35.96,1.93,13.34,42.55
67.67,35.93,1.95,13.93,43.14
67.64,35.89,1.88,13.33,43.69
67.66,35.85,1.94,13.43,42.9
67.68,35.81,1.9,14.54,43.45
67.65,35.78,1.96,13.55,43.89
67.68,35.74,1.95,14.54,44.0
67.71,35.7,1.82,15.06,42.86
67.73,35.66,1.94,14.08,42.33
67.74,35.62,1.98,13.69,43.53
67.71,35.59,1.95,13.06,42.98
67.76,35.55,1.85,14.18,43.38
67.8,35.51,2.0,14.27,44.07
67.74,35.47,1.95,12.37,43.17
67.75,35.43,1.94,13.04,43.53
67.74,35.4,1.97,13.67,42.65
67.75,35.36,1.81,13.96,43.06
67.7,35.32,1.92,12.98,44.04
67.74,35.28,1.95,14.33,42.21
67.7,35.24,1.96,13.58,44.4
67.72,35.21,1.87,13.72,43.16
67.75,35.17,1.92,13.82,41.88
67.77,35.13,1.91,13.83,43.43
67.77,35.09,1.97,12.96,42.58
67.74,35.06,1.96,13.26,42.94
67.74,35.02,1.88,13.88,43.74
67.74,34.98,1.86,13.7,43.03
67.74,34.94,1.97,14.01,43.05
67.77,34.9,1.93,14.14,42.72
67.71,34.87,1.94,12.95,42.75
67.68,34.83,1.89,12.99,43.2
67.72,34.79,1.77,13.62,42.15
67.73,34.75,1.84,14.35,42.58
67.75,34.72,1.95,14.47,41.95
67.77,34.68,1.84,13.67,42.01
67.79,34.64,1.91,13.95,43.04
67.8,34.6,1.91,14.12,42.58
67.82,34.56,1.91,14.27,42.05
67.83,34.53,2.01,13.03,42.14
67.79,34.49,1.9,13.11,42.17
67.8,34.45,1.86,13.82,42.66
67.79,34.41,1.81,12.64,42.85
67.84,34.38,1.82,14.08,42.62
67.8,34.34,1.98,12.29,42.43
67.79,34.3,1.95,13.55,42.2
67.75,34.26,1.96,12.8,43.04
67.76,34.22,1.87,13.84,41.98
67.76,34.19,1.88,13.66,42.09
67.78,34.15,1.83,13.5,40.94
67.72,34.11,1.81,12.76,41.21
67.7,34.07,1.89,13.32,42.77
67.73,34.04,1.82,13.98,41.75
67.73,34.0,1.83,14.36,42.65
67.75,33.96,1.84,13.49,41.23
67.8,33.92,1.93,14.59,42.35
67.8,33.89,1.88,13.76,41.64
67.78,33.85,1.84,13.64,41.96
67.81,33.81,1.81,13.3,41.73
67.85,33.77,1.86,13.37,42.62
67.84,33.74,1.87,13.12,42.29
67.86,33.7,1.88,13.15,40.66
67.81,33.66,1.85,12.75,42.96
67.83,33.62,1.87,14.14,41.3
67.81,33.59,1.85,13.43,41.87
67.8,33.55,1.89,12.85,41.6
67.76,33.51,1.94,12.34,42.09
67.78,33.47,1.94,13.68,41.91
67.83,33.44,1.91,13.59,41.36
67.81,33.4,1.88,13.28,40.96
67.81,33.36,1.95,13.22,41.16
67.82,33.32,1.83,13.49,40.86
67.79,33.29,1.8,12.91,41.22
67.73,33.25,1.97,13.19,41.0
67.77,33.21,1.81,14.17,40.81
67.8,33.17,1.91,14.25,42.07
67.8,33.14,1.87,13.27,40.56
67.78,33.1,1.86,12.99,41.06
67.77,33.06,1.8,13.33,40.55
67.83,33.02,1.93,13.85,39.95
67.81,32.99,1.86,12.89,39.88
67.82,32.95,1.89,12.64,40.82
67.79,32.91,1.85,12.65,40.27
67.81,32.88,1.95,13.52,40.65
67.82,32.84,1.84,13.55,40.95
67.84,32.8,1.86,13.69,40.65
67.82,32.76,1.85,12.74,40.32
67.85,32.73,1.81,13.31,40.65
67.88,32.69,1.88,13.75,40.12
67.87,32.65,1.74,12.31,41.3
67.84,32.61,1.93,13.06,39.74
67.82,32.58,1.95,12.64,40.27
67.81,32.54,1.94,12.18,40.2
67.85,32.5,1.93,13.1,40.02
67.85,32.47,1.84,13.26,40.36
67.85,32.43,1.79,13.08,41.46
67.88,32.39,1.92,13.57,40.88
67.82,32.35,1.77,12.18,40.77
67.78,32.32,1.84,13.24,41.78
67.79,32.28,1.78,13.65,40.38
67.76,32.24,1.9,13.36,39.96
67.79,32.2,1.9,13.93,40.19
67.79,32.17,1.91,13.36,40.72
67.77,32.13,1.86,13.42,40.32
67.75,32.09,1.79,12.95,39.8
67.84,32.06,1.78,14.57,40.65
67.82,32.02,1.79,13.0,39.67
67.86,31.98,1.87,13.7,40.0
67.92,31.94,1.9,13.97,39.59
67.87,31.91,1.83,11.98,41.04
67.88,31.87,1.84,12.35,39.95
67.86,31.83,1.89,13.1,39.91
67.82,31.8,1.84,12.15,39.98
26.92,94.31,3.59,12.98,40.19
30.38,94.28,3.17,100.0,98.21
33.79,94.24,3.0,100.0,97.82
37.17,94.2,3.01,100.0,98.86
40.52,94.16,3.09,99.58,98.08
43.84,94.12,3.02,100.0,97.97
47.15,94.07,3.06,99.99,97.87
50.43,94.03,3.12,100.0,97.85
52.17,93.99,3.09,58.42,76.04
53.71,93.95,3.08,52.92,76.4
55.03,93.91,3.05,48.35,75.76
56.21,93.86,3.12,44.83,75.88
57.24,93.82,3.04,41.78,75.46
58.14,93.78,3.06,38.7,76.21
58.88,93.74,3.13,35.48,76.5
59.53,93.7,3.08,33.52,75.38
60.09,93.65,3.19,31.47,76.41
60.59,93.61,3.09,29.93,75.66
61.02,93.57,3.14,28.46,75.9
61.42,93.52,3.02,27.11,75.69
61.73,93.48,3.11,25.79,75.44
62.03,93.44,3.05,25.31,74.94
62.29,93.39,3.08,23.92,75.26
62.44,93.35,3.11,22.44,75.77
62.61,93.3,3.07,22.7,77.45
62.76,93.26,3.15,22.27,77.3
62.95,93.21,3.04,22.42,77.94
63.01,93.17,3.05,20.65,79.77
63.14,93.12,2.98,21.0,79.9
63.23,93.08,3.09,20.57,79.55
63.29,93.03,3.09,19.6,79.65
63.37,92.99,3.1,20.19,79.92
63.41,92.94,2.98,19.92,79.79
63.49,92.9,3.04,20.51,80.82
63.55,92.85,3.03,19.26,81.24
63.6,92.81,3.13,19.92,80.93
63.63,92.76,2.97,19.19,81.22
63.63,92.71,3.03,19.25,80.87
63.62,92.67,3.01,18.84,81.62
63.64,92.62,2.97,19.26,80.34
63.68,92.58,3.1,19.55,80.89
63.66,92.53,3.0,18.61,81.0
63.65,92.49,3.06,18.57,80.79
63.66,92.44,3.03,18.6,81.12
63.66,92.39,3.06,18.62,81.0
63.69,92.35,3.0,19.81,80.94
63.71,92.3,2.93,18.49,80.28
63.73,92.26,3.0,19.1,80.61
63.78,92.21,3.11,19.54,81.06
63.78,92.17,3.01,18.74,80.62
63.77,92.12,3.06,18.4,81.14
63.79,92.07,3.01,18.97,81.03
63.84,92.03,2.97,19.28,80.86
63.83,91.98,3.08,18.28,81.14
63.78,91.94,3.1,17.87,80.67
63.78,91.89,3.1,18.81,80.41
63.76,91.85,2.99,18.52,80.75
63.77,91.8,3.11,19.3,81.64
63.79,91.75,3.03,18.46,81.04
63.76,91.71,3.09,18.47,81.22
63.76,91.66,2.96,18.8,80.36
63.73,91.62,3.03,18.46,80.47
63.77,91.57,2.99,19.04,80.36
63.82,91.53,3.15,19.21,80.62
63.81,91.48,3.06,18.3,80.52
63.84,91.43,3.02,19.25,80.3
63.84,91.39,2.94,18.78,81.48
63.85,91.34,3.07,18.85,80.26
63.84,91.3,2.88,18.6,80.62
63.88,91.25,3.04,18.84,80.45
63.88,91.21,3.01,18.1,81.23
63.9,91.16,3.05,18.97,80.37
63.89,91.11,3.08,18.71,80.99
63.87,91.07,3.12,18.27,80.33
63.82,91.02,3.04,18.03,81.13
63.81,90.98,2.97,18.7,81.05
63.78,90.93,2.89,18.53,80.98
63.77,90.89,3.06,18.68,80.49
63.77,90.84,2.96,18.19,79.83
63.79,90.79,2.98,18.78,80.48
63.78,90.75,3.06,19.4,80.23
63.8,90.7,2.99,18.37,79.94
63.79,90.66,3.01,17.79,80.61
63.81,90.61,3.01,19.07,79.59
63.78,90.57,3.0,18.4,80.01
63.77,90.52,3.04,18.81,80.59
63.8,90.48,3.05,19.01,78.63
63.83,90.43,3.02,18.88,79.62
63.79,90.39,2.97,17.68,79.81
63.82,90.34,3.02,19.89,80.13
63.85,90.29,3.01,19.28,78.84
63.85,90.25,3.08,17.8,79.88
63.79,90.2,3.02,18.34,80.87
63.76,90.16,3.03,17.92,79.4
63.76,90.11,3.1,18.66,78.77
63.79,90.07,2.99,18.95,78.28
63.82,90.02,2.96,18.62,79.65
63.84,89.98,2.99,18.52,79.04
63.84,89.93,3.08,18.5,79.2
63.88,89.89,2.92,19.68,79.48
63.85,89.84,2.97,17.97,79.37
63.88,89.8,2.96,19.24,79.26
63.89,89.75,2.92,18.94,79.23
63.92,89.7,3.09,18.3,79.05
63.88,89.66,2.95,17.63,78.83
63.89,89.61,3.04,18.46,79.04
63.84,89.57,3.1,17.8,79.68
63.86,89.52,2.93,19.28,78.91
63.89,89.48,3.1,18.86,78.97
63.88,89.43,3.05,17.93,78.47
63.89,89.39,2.91,17.89,79.0
63.89,89.34,3.02,18.46,78.69
63.88,89.3,3.06,18.44,78.43
63.89,89.25,3.03,18.51,79.29
63.89,89.21,3.04,18.13,78.46
63.87,89.16,3.06,17.86,78.54
63.88,89.12,2.97,18.67,78.02
63.85,89.07,2.96,17.77,78.64
63.83,89.03,2.98,18.24,79.26
63.84,88.98,2.98,18.47,78.16
63.85,88.94,3.02,18.52,77.97
63.85,88.89,3.0,18.37,78.45
63.85,88.85,2.92,18.73,78.25
63.88,88.8,3.02,18.97,78.67
63.86,88.76,2.92,18.28,78.07
63.91,88.71,2.96,19.03,78.0
63.88,88.67,3.04,17.94,77.86
63.84,88.62,3.01,17.82,79.31
63.81,88.57,2.97,18.42,77.87
63.81,88.53,2.94,17.98,77.06
63.88,88.48,2.94,19.42,78.34
63.89,88.44,2.97,18.42,76.79
63.89,88.4,2.83,18.41,78.05
63.92,88.35,2.99,18.45,78.29
63.86,88.3,2.94,18.17,78.67
63.81,88.26,3.03,18.03,77.82
63.82,88.21,3.03,18.45,77.74
63.81,88.17,2.96,17.61,77.63
63.8,88.12,2.93,18.08,77.22
63.79,88.08,2.94,18.52,78.17
63.79,88.04,2.96,18.85,77.27
63.78,87.99,3.01,18.57,77.79
63.78,87.95,3.06,18.6,76.67
63.75,87.9,3.09,18.59,77.62
63.79,87.86,2.99,19.19,76.89
63.82,87.81,2.98,18.98,77.21
63.76,87.77,2.99,17.68,77.01
63.76,87.72,2.96,18.37,76.15
63.75,87.68,2.96,18.62,76.29
63.76,87.63,2.97,18.47,76.65
63.79,87.59,2.95,19.16,76.85
63.83,87.54,3.0,18.47,76.04
63.85,87.5,2.93,19.52,78.11
63.91,87.45,2.87,19.71,76.99
63.93,87.41,2.92,18.34,78.19
63.91,87.36,2.85,18.0,76.71
63.91,87.32,3.01,18.23,77.88
63.92,87.27,2.91,18.81,76.82
63.82,87.23,2.97,17.39,77.1
63.86,87.18,2.95,18.56,76.9
63.88,87.14,2.93,19.24,77.07
63.84,87.09,2.97,17.22,76.36
63.8,87.05,2.91,18.11,75.97
63.88,87.01,2.9,19.57,76.54
63.85,86.96,2.84,17.59,76.05
63.82,86.92,2.83,17.94,76.23
63.85,86.87,2.88,18.69,76.36
63.88,86.83,2.91,18.82,77.21
63.88,86.78,2.97,18.43,76.18
63.87,86.74,2.92,18.3,77.05
63.88,86.69,3.04,18.11,75.81
63.87,86.65,2.9,18.16,76.06
63.9,86.6,2.87,19.21,75.94
63.89,86.56,2.89,18.44,76.35
63.93,86.51,2.94,19.1,76.31
63.95,86.47,2.92,18.91,75.88
63.94,86.43,2.97,17.28,76.0
63.95,86.38,2.84,18.65,76.06
63.98,86.34,3.01,18.62,76.9
63.98,86.29,2.84,18.26,77.23
64.0,86.25,2.97,18.5,75.48
63.95,86.2,2.92,18.18,77.56
63.93,86.16,2.88,18.17,75.51
63.89,86.11,2.94,17.67,76.0
63.9,86.07,2.94,18.64,76.18
63.97,86.02,2.97,18.8,76.11
64.01,85.98,2.9,18.96,74.84
64.01,85.93,2.83,17.92,75.81
64.0,85.89,2.94,18.19,75.77
63.97,85.85,2.91,18.05,76.61
63.99,85.8,2.97,18.54,76.1
63.99,85.76,2.91,17.83,75.66
63.99,85.71,2.93,18.6,76.11
63.94,85.67,2.97,17.57,76.36
63.96,85.62,2.94,18.35,75.55
63.99,85.58,2.87,18.78,76.34
63.99,85.53,2.89,17.76,75.72
63.97,85.49,2.88,17.83,76.66
63.96,85.44,2.96,18.47,75.58
63.94,85.4,2.92,17.75,75.53
63.92,85.36,2.97,17.08,75.23
63.89,85.31,2.89,17.73,75.74
63.91,85.27,2.92,18.17,75.16
63.9,85.22,2.9,18.19,75.65
63.92,85.18,2.83,18.8,75.33
63.93,85.13,2.96,18.4,74.3
63.96,85.09,2.89,18.5,74.09
63.92,85.04,2.88,17.49,75.34
63.94,85.0,2.87,18.29,74.67
63.95,84.96,2.81,17.92,75.49
63.99,84.91,2.92,18.53,75.7
63.95,84.87,2.88,17.49,75.46
63.94,84.82,2.92,18.34,74.52
63.99,84.78,2.94,19.11,75.46
64.02,84.73,2.83,18.34,75.23
64.02,84.69,2.87,18.04,75.03
64.01,84.65,2.86,18.21,74.62
64.02,84.6,2.87,18.39,74.96
63.98,84.56,2.92,17.96,75.74
64.02,84.51,2.92,18.3,74.31
64.01,84.47,2.89,17.68,73.94
64.01,84.42,2.79,17.44,74.28
64.02,84.38,2.87,18.13,74.64
64.02,84.34,2.91,18.08,74.37
64.0,84.29,2.86,18.01,74.9
64.01,84.25,2.87,17.71,74.44
64.01,84.2,2.82,17.39,74.86
64.07,84.16,2.96,18.95,74.75
64.1,84.11,2.9,18.29,74.66
64.08,84.07,2.92,18.25,75.4
64.06,84.03,2.88,17.68,74.75
64.05,83.98,2.78,18.57,73.89
64.07,83.94,2.87,18.38,74.1
64.03,83.89,2.87,17.35,74.94
64.01,83.85,2.92,18.01,74.7
64.05,83.8,2.86,18.69,73.49
64.09,83.76,2.79,18.21,73.7
64.06,83.72,2.83,17.61,74.65
64.05,83.67,2.92,17.94,74.29
64.02,83.63,2.83,17.65,74.35
64.01,83.58,2.93,17.79,73.79
64.0,83.54,2.88,17.85,73.6
63.97,83.5,2.86,17.4,73.73
64.02,83.45,2.87,18.44,73.78
64.04,83.41,2.9,18.84,73.61
64.06,83.36,2.84,18.57,73.19
64.08,83.32,2.86,17.9,73.93
64.12,83.28,2.88,18.45,73.82
64.11,83.23,2.96,18.52,73.34
64.07,83.19,2.92,17.29,73.69
64.03,83.14,2.91,17.17,73.81
63.99,83.1,2.98,17.63,73.81
64.02,83.06,2.83,17.91,73.41
64.07,83.01,2.83,18.77,73.28
64.04,82.97,2.79,17.12,73.84
64.04,82.92,2.84,17.71,74.1
63.99,82.88,2.85,17.58,74.42
63.96,82.83,2.87,17.29,73.86
64.06,82.79,2.84,19.5,72.74
64.04,82.75,2.79,17.7,74.72
64.05,82.7,2.85,18.02,73.18
64.07,82.66,2.86,18.96,73.55
64.03,82.61,2.96,17.4,73.17
64.0,82.57,2.79,17.58,73.43
64.02,82.53,2.72,18.09,73.16
63.97,82.48,2.86,17.32,73.46
63.97,82.44,2.89,17.45,73.12
63.97,82.4,2.81,18.6,73.49
63.98,82.35,2.81,18.53,73.24
63.96,82.31,2.78,17.72,71.86
63.97,82.26,2.82,17.98,72.65
63.94,82.22,2.89,17.85,72.59
63.97,82.18,2.91,18.83,72.05
63.98,82.13,2.92,18.02,72.75
64.0,82.09,2.81,18.32,72.7
64.0,82.05,2.78,17.76,72.88
64.04,82.0,2.83,18.94,72.93
64.0,81.96,2.94,17.98,72.82
63.99,81.91,2.94,17.6,72.36
64.0,81.87,2.79,17.98,73.08
63.99,81.83,2.85,18.07,72.22
64.0,81.78,2.8,18.05,72.46
63.96,81.74,2.84,18.39,71.87
64.0,81.7,2.94,17.84,72.18
64.02,81.65,2.81,17.92,71.7
64.04,81.61,2.79,18.14,71.81
64.08,81.56,2.77,18.48,71.88
64.1,81.52,2.88,18.16,71.81
64.1,81.48,2.79,17.61,71.81
64.11,81.43,2.83,17.51,72.43
64.1,81.39,2.86,17.69,72.66
64.05,81.35,2.79,18.24,72.05
64.07,81.3,2.88,18.46,71.95
64.04,81.26,2.85,17.75,70.96
64.02,81.22,2.81,17.85,72.58
63.97,81.17,2.8,17.5,71.47
64.03,81.13,2.91,18.06,71.43
64.02,81.09,2.84,17.55,70.66
64.04,81.04,2.81,17.51,71.21
64.06,81.0,2.8,18.2,71.19
91.13,21.31,1.35,17.48,72.27
90.06,21.25,1.58,0.15,99.88
88.98,21.19,1.61,0.31,99.86
87.9,21.13,1.63,0.0,99.99
86.85,21.07,1.57,0.04,100.0
85.81,21.01,1.65,0.43,99.41
84.75,20.95,1.58,0.0,100.0
83.71,20.89,1.62,0.68,99.67
82.71,20.83,1.64,0.34,99.93
81.66,20.77,1.64,0.0,99.74
80.65,20.72,1.62,0.0,100.0
79.67,20.66,1.66,0.59,100.0
78.66,20.6,1.57,0.07,99.93
77.66,20.55,1.53,0.0,99.32
76.67,20.49,1.58,0.1,99.98
75.73,20.44,1.62,1.54,100.0
74.72,20.38,1.63,0.0,99.49
73.77,20.33,1.68,0.0,100.0
72.82,20.27,1.58,0.0,100.0
71.87,20.22,1.64,0.0,100.0
71.19,20.18,1.6,0.0,53.89
70.51,20.14,1.55,0.0,51.76
69.88,20.1,1.55,0.34,49.32
69.29,20.06,1.65,0.21,46.33
68.87,20.02,1.56,4.01,43.59
68.56,19.98,1.61,6.54,43.13
68.33,19.94,1.58,7.99,41.36
68.23,19.9,1.61,10.67,40.98
68.11,19.87,1.57,10.92,40.62
67.97,19.83,1.59,11.11,39.57
67.97,19.79,1.65,12.7,37.8
67.9,19.76,1.66,11.95,39.15
67.89,19.72,1.58,13.12,37.88
67.89,19.68,1.65,12.71,38.19
67.83,19.65,1.61,12.32,37.88
67.82,19.61,1.64,13.16,38.93
67.8,19.57,1.64,13.25,37.58
67.78,19.54,1.54,13.16,38.46
67.75,19.5,1.58,13.29,38.26
67.72,19.46,1.66,13.04,38.55
67.73,19.43,1.48,14.47,37.82
67.73,19.39,1.59,12.87,37.24
67.72,19.35,1.63,13.79,36.83
67.74,19.32,1.67,13.8,37.83
67.74,19.28,1.71,13.42,38.01
67.69,19.24,1.61,12.51,38.3
67.7,19.21,1.74,13.52,37.74
67.72,19.17,1.56,14.18,37.39
67.7,19.13,1.52,12.77,37.72
67.72,19.1,1.57,14.3,38.06
67.75,19.06,1.57,14.5,38.23
67.71,19.02,1.68,13.54,37.74
67.71,18.99,1.54,13.84,38.02
67.76,18.95,1.52,13.63,37.05
67.76,18.91,1.58,12.9,37.84
67.74,18.88,1.6,12.82,38.67
67.79,18.84,1.54,13.93,39.15
67.81,18.8,1.49,14.09,38.34
67.8,18.77,1.63,13.04,37.84
67.76,18.73,1.57,12.14,38.21
67.77,18.69,1.56,13.78,38.23
67.75,18.66,1.57,12.74,37.54
67.74,18.62,1.62,13.4,37.81
67.75,18.59,1.56,13.4,37.29
67.74,18.55,1.59,13.53,38.79
67.72,18.51,1.49,12.99,37.84
67.73,18.48,1.62,13.76,37.94
67.71,18.44,1.58,13.8,38.65
67.74,18.4,1.68,13.79,37.3
67.73,18.37,1.53,13.57,38.2
67.67,18.33,1.65,12.69,37.58
67.7,18.29,1.51,13.93,37.5
67.71,18.26,1.59,13.42,37.83
67.73,18.22,1.57,13.86,37.88
67.68,18.18,1.57,13.13,37.93
67.68,18.15,1.49,13.66,39.0
67.72,18.11,1.53,13.88,37.96
67.66,18.07,1.54,12.91,38.28
67.68,18.04,1.53,13.93,37.59
67.69,18.0,1.56,13.77,37.72
67.71,17.96,1.58,14.08,38.18
67.69,17.93,1.59,12.94,37.87
67.68,17.89,1.58,13.5,37.44
67.73,17.85,1.56,14.46,37.5
67.74,17.82,1.57,13.57,37.8
67.79,17.78,1.53,14.71,37.53
67.76,17.74,1.7,12.82,38.16
67.75,17.71,1.45,13.37,37.46
67.76,17.67,1.6,13.45,38.01
67.72,17.63,1.5,13.22,37.95
67.72,17.6,1.5,13.84,37.24
67.7,17.56,1.46,13.95,38.78
67.7,17.52,1.53,13.75,37.8
67.72,17.49,1.45,13.67,38.0
67.69,17.45,1.64,13.48,38.0
67.7,17.42,1.52,13.52,37.76
67.69,17.38,1.53,12.89,37.58
67.67,17.34,1.52,13.45,38.21
67.73,17.31,1.59,14.07,38.06
67.73,17.27,1.55,14.21,37.66
67.73,17.23,1.56,13.68,37.37
67.73,17.2,1.52,13.83,38.16
67.76,17.16,1.54,13.34,37.33
67.8,17.12,1.49,13.35,37.56
67.78,17.09,1.59,12.98,38.41
67.77,17.05,1.53,14.23,38.37
67.73,17.01,1.6,13.51,39.13
67.72,16.98,1.5,13.72,38.33
67.75,16.94,1.54,14.04,38.22
67.75,16.9,1.56,13.19,37.23
67.71,16.87,1.46,13.03,37.73
67.69,16.83,1.5,13.33,37.28
67.68,16.79,1.5,13.05,38.77
67.72,16.76,1.49,14.05,37.93
67.71,16.72,1.57,14.25,37.59
67.7,16.68,1.57,14.38,39.13
67.66,16.65,1.47,13.58,38.2
67.65,16.61,1.57,13.63,37.7
67.71,16.57,1.55,14.63,37.89
67.67,16.54,1.58,13.11,38.54
67.68,16.5,1.48,14.76,37.91
67.72,16.46,1.57,14.58,37.64
67.72,16.43,1.51,14.06,38.0
67.73,16.39,1.58,14.1,38.16
67.71,16.35,1.48,13.57,37.48
67.68,16.32,1.54,13.63,38.44
67.64,16.28,1.51,13.6,37.59
67.66,16.24,1.46,14.04,37.84
67.7,16.21,1.52,14.59,37.74
67.7,16.17,1.44,13.57,37.89
67.69,16.14,1.58,13.56,37.65
67.67,16.1,1.48,13.46,37.52
67.65,16.06,1.54,13.81,38.07
67.62,16.03,1.6,13.26,37.31
67.61,15.99,1.52,14.12,36.39
67.65,15.95,1.58,14.68,37.61
67.61,15.92,1.47,13.86,38.03
67.6,15.88,1.52,13.41,37.32
67.63,15.84,1.44,14.43,36.94
67.66,15.81,1.6,14.92,37.36
67.63,15.77,1.51,13.39,37.1
67.71,15.73,1.4,14.43,37.89
67.71,15.7,1.48,14.07,37.55
67.7,15.66,1.51,13.31,38.67
67.7,15.62,1.4,14.49,37.03
67.69,15.59,1.52,13.44,37.89
67.66,15.55,1.55,13.17,38.15
67.61,15.52,1.49,13.07,37.81
67.63,15.48,1.51,14.61,37.48
67.61,15.44,1.56,13.48,38.08
67.61,15.41,1.55,14.1,37.16
67.61,15.37,1.41,14.01,37.75
67.62,15.33,1.45,14.08,36.83
67.66,15.3,1.54,14.73,37.44
67.67,15.26,1.42,14.54,37.62
67.67,15.22,1.49,13.63,37.37
67.69,15.19,1.56,14.34,37.36
67.68,15.15,1.47,14.04,37.72
67.69,15.11,1.49,13.47,37.47
67.66,15.08,1.43,13.21,38.63
67.69,15.04,1.45,13.81,37.7
67.7,15.0,1.49,14.32,38.48
67.67,14.97,1.53,13.31,37.68
67.66,14.93,1.5,14.51,37.32
67.67,14.9,1.5,14.17,37.77
67.7,14.86,1.47,14.75,37.86
67.68,14.82,1.5,13.74,38.6
67.71,14.79,1.52,13.67,38.28
67.66,14.75,1.53,13.78,37.86
67.65,14.71,1.48,14.12,37.84
67.64,14.68,1.6,13.88,38.12
67.66,14.64,1.46,14.36,36.93
67.64,14.6,1.52,12.91,38.46
67.65,14.57,1.53,14.27,36.85
67.64,14.53,1.48,13.59,36.32
67.67,14.49,1.5,14.23,37.92
67.71,14.46,1.52,14.61,36.9
67.67,14.42,1.46,13.13,37.09
67.67,14.38,1.46,14.37,37.36
67.69,14.35,1.48,14.53,37.69
67.75,14.31,1.5,14.48,37.4
67.7,14.27,1.47,13.45,39.23
67.7,14.24,1.57,13.21,38.26
67.71,14.2,1.4,14.42,37.7
67.73,14.17,1.55,14.74,38.08
67.7,14.13,1.51,13.11,38.14
67.7,14.09,1.53,13.8,37.06
67.67,14.06,1.48,13.81,38.17
67.66,14.02,1.51,13.68,38.05
67.69,13.98,1.43,14.6,37.98
67.68,13.95,1.46,13.87,37.49
